((2, 80), 1599)
((2, 79), 1599)
((2, 80), 1599)
((2, 78), 1599)
((2, 76), 1599)
((1, 74), 1599)
((1, 72), 1599)
((1, 70), 1599)
((3, 68), 1599)
((3, 66), 1599)
((3, 64), 1599)
((5, 63), 1599)
((5, 62), 1599)
((5, 61), 1599)
((7, 60), 1599)
((7, 59), 1599)
((7, 58), 1599)
((9, 57), 1599)
((9, 56), 1599)
((11, 56), 1599)
((13, 56), 1599)
((15, 56), 1599)
((15, 57), 1599)
((15, 58), 1740)
((17, 59), 1740)
((17, 57), 1740)
((17, 55), 1740)
((19, 53), 1740)
((19, 51), 1740)
((19, 49), 1740)
((21, 48), 1740)
((21, 47), 1740)
((21, 46), 1740)
((21, 45), 1740)
((21, 44), 1740)
((21, 43), 1740)
((19, 42), 1740)
((19, 41), 1740)
((17, 41), 1740)
((15, 41), 1880)
((13, 41), 1880)
((13, 42), 1880)
((13, 40), 1880)
((13, 38), 1880)
((15, 36), 1880)
((15, 34), 1880)
((15, 32), 1880)
((17, 30), 1880)
((17, 28), 1880)
((17, 26), 1880)
((19, 25), 1880)
((19, 24), 1880)
((19, 23), 1880)
((21, 22), 1880)
((21, 21), 1880)
((21, 20), 1880)
((23, 19), 2019)
((23, 18), 2019)
((25, 18), 2019)
((27, 18), 2019)
((29, 18), 2019)
((29, 19), 2019)
((29, 20), 2019)
((31, 21), 2158)
((31, 22), 2158)
((31, 21), 2158)
((31, 20), 2158)
((33, 19), 2158)
((33, 18), 2158)
((33, 17), 2158)
((35, 17), 2158)
((37, 17), 2158)
((39, 17), 2158)
((39, 15), 2158)
((39, 13), 2158)
((41, 12), 2158)
((41, 11), 2158)
((41, 10), 2158)
((43, 9), 2295)
((43, 8), 2295)
((43, 7), 2295)
((45, 6), 2295)
((45, 5), 2295)
((47, 5), 2295)
((49, 5), 2295)
((51, 5), 2295)
((51, 6), 2295)
((51, 7), 2295)
((53, 8), 2295)
((53, 9), 2295)
((53, 10), 2295)
((55, 11), 2295)
((55, 12), 2295)
((55, 13), 2295)
((56, 15), 2295)
((56, 17), 2295)
((56, 19), 2432)
((54, 21), 2432)
((54, 23), 2432)
((54, 25), 2569)
((52, 27), 2569)
((52, 29), 2569)
((52, 32), 2569)
((50, 35), 2706)
((50, 36), 2706)
((50, 35), 2706)
((50, 34), 2706)
((48, 33), 2706)
((48, 32), 2706)
((48, 31), 2706)
((46, 30), 2706)
((46, 29), 2706)
((46, 28), 2706)
((44, 28), 2706)
((42, 28), 2706)
((40, 28), 2706)
((40, 29), 2706)
((38, 30), 2706)
((38, 31), 2706)
((38, 32), 2706)
((36, 33), 2706)
((36, 34), 2706)
((36, 35), 2706)
((34, 36), 2706)
((34, 38), 2706)
((34, 40), 2706)
((32, 42), 2706)
((32, 44), 2706)
((32, 46), 2706)
((30, 48), 2706)
((30, 50), 2706)
((30, 52), 2706)
((28, 55), 2706)
((28, 57), 2842)
((28, 56), 2842)
((28, 55), 2842)
((26, 55), 2842)
((28, 55), 2842)
((28, 56), 2842)
((30, 57), 2842)
((30, 56), 2842)
((30, 55), 2842)
((32, 54), 2842)
((32, 53), 2842)
((32, 52), 2842)
((34, 51), 2842)
((34, 50), 2842)
((34, 49), 2842)
((36, 49), 2842)
((38, 49), 2842)
((40, 49), 2976)
((40, 50), 2976)
((42, 51), 2976)
((42, 52), 2976)
((42, 53), 2976)
((44, 54), 2976)
((44, 55), 2976)
((44, 56), 3110)
((46, 57), 3110)
((46, 56), 3110)
((46, 55), 3110)
((48, 54), 3110)
((48, 53), 3110)
((48, 52), 3110)
((50, 51), 3110)
((50, 50), 3110)
((50, 49), 3110)
((52, 49), 3110)
((54, 49), 3110)
((56, 49), 3110)
((56, 50), 3110)
((58, 51), 3243)
((58, 52), 3243)
((58, 53), 3243)
((60, 54), 3243)
((60, 55), 3243)
((60, 56), 3376)
((62, 57), 3376)
((62, 55), 3376)
((62, 53), 3376)
((62, 51), 3376)
((62, 49), 3376)
((62, 47), 3376)
((62, 45), 3508)
((62, 43), 3508)
((62, 41), 3508)
((62, 40), 3640)
((62, 39), 3640)
((62, 38), 3640)
((62, 37), 3640)
((62, 36), 3640)
((62, 35), 3640)
((62, 34), 3640)
((62, 33), 3640)
((62, 34), 3640)
((62, 35), 3640)
((62, 36), 3640)
((62, 37), 3640)
((62, 38), 3640)
((62, 36), 3640)
((62, 34), 3640)
((64, 32), 3640)
((64, 30), 3640)
((64, 28), 3640)
((66, 26), 3640)
((66, 25), 3640)
((66, 24), 3640)
((68, 23), 3640)
((68, 22), 3640)
((68, 21), 3640)
((70, 20), 3640)
((70, 19), 3640)
((70, 18), 3640)
((72, 18), 3640)
((74, 18), 3640)
((76, 18), 3771)
((76, 19), 3771)
((78, 20), 3771)
((78, 21), 3771)
((78, 22), 3771)
((80, 22), 3902)
((80, 21), 3902)
((80, 20), 3902)
((82, 20), 3902)
((84, 20), 3902)
((86, 20), 3902)
((86, 21), 3902)
((88, 22), 3902)
((88, 21), 3902)
((88, 20), 3902)
((90, 19), 3902)
((90, 18), 3902)
((90, 17), 3902)
((92, 17), 4031)
((94, 17), 4031)
((96, 17), 4031)
((96, 18), 4031)
((98, 19), 4031)
((98, 20), 4031)
((98, 21), 4160)
((100, 22), 4160)
((100, 21), 4160)
((100, 20), 4160)
((102, 19), 4160)
((102, 18), 4160)
((102, 17), 4160)
((104, 17), 4160)
((106, 17), 4160)
((108, 17), 4160)
((108, 18), 4160)
((110, 19), 4288)
((110, 20), 4288)
((110, 21), 4288)
((112, 22), 4288)
((112, 21), 4288)
((112, 20), 4288)
((114, 19), 4288)
((116, 19), 4288)
((118, 19), 4288)
((120, 20), 4288)
((120, 21), 4415)
((120, 22), 4415)
((122, 22), 4415)
((122, 21), 4415)
((122, 20), 4415)
((124, 20), 4415)
((126, 20), 4541)
((128, 20), 4541)
((128, 21), 4541)
((130, 22), 4541)
((130, 23), 4541)
((130, 24), 4541)
((132, 25), 4541)
((132, 26), 4541)
((132, 27), 4541)
((134, 28), 4541)
((134, 30), 4541)
((134, 32), 4541)
((136, 34), 4541)
((136, 36), 4541)
((136, 38), 4541)
((138, 40), 4541)
((138, 42), 4541)
((138, 44), 4541)
((140, 47), 4541)
((140, 50), 4541)
((140, 53), 4541)
((142, 56), 4667)
((142, 57), 4667)
((142, 55), 4667)
((142, 53), 4667)
((144, 51), 4667)
((144, 49), 4667)
((144, 47), 4667)
((146, 45), 4667)
((146, 43), 4667)
((146, 41), 4667)
((148, 40), 4667)
((148, 39), 4667)
((148, 38), 4667)
((150, 37), 4667)
((150, 36), 4667)
((150, 35), 4667)
((152, 34), 4667)
((152, 33), 4667)
((154, 33), 4667)
((156, 33), 4667)
((158, 33), 4667)
((158, 34), 4667)
((158, 35), 4667)
((160, 36), 4667)
((160, 37), 4792)
((160, 38), 4792)
((161, 38), 4792)
((161, 36), 4792)
((161, 34), 4792)
((161, 32), 4792)
((161, 30), 4792)
((161, 28), 4792)
((161, 26), 4916)
((161, 24), 4916)
((161, 22), 4916)
((161, 21), 4916)
((161, 20), 4916)
((161, 19), 4916)
((161, 18), 4916)
((161, 17), 4916)
((161, 16), 5040)
((161, 15), 5040)
((161, 14), 5040)
((161, 12), 5040)
((161, 10), 5040)
((163, 8), 5163)
((163, 6), 5163)
((163, 4), 5163)
((165, 2), 5163)
((165, 0), 5163)
((165, -2), 5163)
((167, -3), 5163)
((167, -4), 5163)
((167, -5), 5163)
((169, -6), 5163)
((169, -7), 5163)
((169, -8), 5163)
((171, -9), 5163)
((171, -10), 5163)
((173, -10), 5163)
((175, -10), 5163)
((177, -10), 5163)
((177, -9), 5163)
((177, -8), 5163)
((179, -7), 5163)
((179, -6), 5163)
((179, -5), 5163)
((181, -4), 5163)
((181, -3), 5163)
((181, -2), 5163)
((183, 0), 5163)
((183, 2), 5163)
((183, 4), 5163)
((185, 6), 5286)
((185, 8), 5286)
((185, 10), 5286)
((186, 12), 5409)
((186, 14), 5409)
((186, 17), 5409)
((184, 20), 5409)
((184, 23), 5532)
((184, 26), 5532)
((182, 29), 5532)
((182, 32), 5532)
((182, 35), 5532)
((180, 38), 5655)
((180, 42), 5655)
((180, 46), 5655)
((178, 50), 5655)
((178, 54), 5655)
((178, 57), 5778)
((178, 56), 5778)
((178, 55), 5778)
((180, 54), 5778)
((180, 53), 5778)
((180, 52), 5778)
((182, 51), 5778)
((184, 51), 5778)
((186, 51), 5778)
((188, 52), 5900)
((188, 53), 5900)
((188, 54), 5900)
((190, 55), 5900)
((190, 56), 5900)
((190, 57), 5900)
((192, 57), 5900)
((192, 55), 5900)
((192, 53), 5900)
((192, 51), 5900)
((192, 49), 5900)
((192, 47), 5900)
((192, 45), 6021)
((192, 43), 6021)
((192, 41), 6021)
((192, 40), 6021)
((192, 39), 6021)
((192, 38), 6021)
((192, 37), 6021)
((192, 36), 6142)
((192, 35), 6142)
((192, 34), 6142)
((192, 33), 6142)
((192, 34), 6142)
((192, 32), 6142)
((192, 30), 6142)
((194, 28), 6142)
((194, 26), 6142)
((194, 24), 6142)
((196, 22), 6262)
((196, 20), 6262)
((196, 18), 6262)
((198, 17), 6262)
((198, 16), 6262)
((198, 15), 6262)
((200, 14), 6262)
((200, 13), 6262)
((200, 12), 6262)
((202, 11), 6262)
((202, 10), 6262)
((204, 10), 6262)
((206, 10), 6262)
((208, 10), 6382)
((208, 11), 6382)
((208, 12), 6382)
((210, 13), 6502)
((210, 14), 6502)
((210, 13), 6502)
((210, 12), 6502)
((212, 11), 6502)
((212, 10), 6502)
((212, 9), 6502)
((214, 9), 6502)
((216, 9), 6502)
((218, 9), 6502)
((218, 10), 6502)
((220, 11), 6502)
((220, 12), 6502)
((220, 13), 6502)
((222, 14), 6502)
((222, 15), 6502)
((222, 16), 6502)
((224, 17), 6621)
((224, 19), 6621)
((224, 21), 6621)
((226, 23), 6621)
((226, 25), 6621)
((226, 27), 6740)
((227, 29), 6740)
((227, 31), 6740)
((227, 33), 6740)
((225, 36), 6740)
((225, 39), 6740)
((225, 42), 6740)
((223, 44), 6740)
((223, 43), 6740)
((223, 42), 6740)
((225, 41), 6740)
((225, 40), 6740)
((225, 39), 6740)
((227, 38), 6740)
((227, 37), 6740)
((227, 36), 6740)
((229, 36), 6740)
((231, 36), 6740)
((233, 36), 6740)
((233, 37), 6740)
((235, 38), 6740)
((235, 39), 6740)
((235, 40), 6740)
((237, 41), 6740)
((237, 42), 6740)
((237, 43), 6740)
((237, 44), 6740)
((237, 46), 6858)
((237, 48), 6858)
((235, 50), 6858)
((235, 52), 6858)
((235, 54), 6858)
((233, 56), 6858)
((233, 58), 6858)
((233, 59), 6858)
((233, 58), 6858)
((233, 57), 6858)
((231, 57), 6858)
((229, 57), 6858)
((227, 57), 6858)
((227, 58), 6858)
((225, 59), 6858)
((225, 60), 6858)
((225, 61), 6975)
((223, 62), 6975)
((223, 63), 6975)
((223, 64), 6975)
((221, 65), 6975)
((221, 67), 6975)
((221, 69), 6975)
((219, 71), 6975)
((219, 73), 6975)
((219, 75), 6975)
((217, 77), 7092)
((217, 78), 7092)
((217, 76), 7092)
((217, 74), 7092)
((215, 72), 7092)
((215, 71), 7092)
((215, 70), 7092)
((213, 69), 7092)
((213, 68), 7092)
((213, 67), 7092)
((211, 66), 7092)
((211, 65), 7092)
((211, 64), 7092)
((209, 64), 7092)
((207, 64), 7092)
((205, 64), 7092)
((205, 65), 7092)
((203, 66), 7092)
((203, 67), 7092)
((203, 68), 7092)
((201, 69), 7092)
((201, 70), 7092)
((201, 71), 7092)
((199, 72), 7092)
((199, 74), 7092)
((199, 76), 7092)
((197, 78), 7092)
((197, 76), 7092)
((197, 74), 7092)
((195, 72), 7092)
((195, 71), 7092)
((195, 70), 7092)
((193, 69), 7092)
((193, 68), 7092)
((193, 67), 7092)
((191, 66), 7092)
((191, 65), 7092)
((191, 64), 7092)
((189, 64), 7092)
((187, 64), 7207)
((185, 64), 7207)
((185, 65), 7207)
((183, 66), 7207)
((183, 67), 7207)
((183, 68), 7207)
((181, 69), 7207)
((181, 70), 7207)
((181, 71), 7207)
((179, 72), 7207)
((179, 74), 7207)
((179, 76), 7207)
((177, 78), 7322)
((177, 76), 7322)
((177, 74), 7322)
((175, 72), 7322)
((175, 71), 7322)
((175, 70), 7322)
((173, 69), 7322)
((173, 68), 7322)
((173, 67), 7322)
((171, 66), 7322)
((171, 65), 7322)
((171, 64), 7322)
((169, 64), 7322)
((167, 64), 7436)
((165, 64), 7436)
((165, 65), 7436)
((163, 66), 7436)
((163, 67), 7436)
((163, 68), 7436)
((161, 69), 7436)
((161, 70), 7436)
((161, 71), 7436)
((159, 72), 7436)
((159, 74), 7436)
((159, 76), 7436)
((157, 78), 7550)
((157, 76), 7550)
((157, 74), 7550)
((155, 72), 7550)
((155, 71), 7550)
((155, 70), 7550)
((153, 69), 7550)
((153, 68), 7550)
((153, 67), 7550)
((151, 66), 7550)
((151, 65), 7550)
((151, 64), 7550)
((149, 64), 7550)
((147, 64), 7550)
((145, 64), 7550)
((145, 65), 7550)
((143, 66), 7550)
((143, 67), 7550)
((143, 68), 7550)
((141, 69), 7550)
((141, 70), 7550)
((141, 71), 7550)
((139, 72), 7550)
((139, 74), 7550)
((139, 76), 7550)
((137, 78), 7550)
((137, 80), 7663)
((137, 82), 7663)
((135, 84), 7663)
((135, 86), 7663)
((135, 88), 7663)
((134, 91), 7663)
((134, 94), 7776)
((134, 95), 7776)
((134, 94), 7776)
((134, 93), 7776)
((136, 92), 7776)
((136, 91), 7776)
((136, 90), 7776)
((138, 89), 7776)
((138, 88), 7776)
((138, 87), 7776)
((140, 87), 7776)
((142, 87), 7776)
((144, 87), 7776)
((144, 88), 7776)
((146, 89), 7776)
((146, 90), 7776)
((146, 91), 7776)
((148, 92), 7776)
((148, 93), 7776)
((148, 94), 7776)
((150, 95), 7776)
((150, 97), 7888)
((150, 99), 7888)
((152, 101), 7888)
((152, 103), 7888)
((152, 105), 7888)
((153, 107), 7888)
((153, 109), 7888)
((153, 111), 8000)
((151, 112), 8000)
((151, 111), 8000)
((151, 110), 8000)
((149, 109), 8000)
((149, 108), 8000)
((149, 107), 8000)
((147, 106), 8000)
((147, 105), 8000)
((147, 104), 8000)
((145, 104), 8000)
((143, 104), 8000)
((141, 104), 8000)
((141, 105), 8000)
((139, 106), 8000)
((139, 107), 8000)
((139, 108), 8000)
((137, 109), 8000)
((137, 110), 8000)
((137, 111), 8000)
((135, 112), 8000)
((135, 114), 8000)
((135, 116), 8000)
((133, 118), 8000)
((133, 120), 8000)
((133, 121), 8000)
((133, 120), 8000)
((133, 119), 8000)
((131, 118), 8110)
((131, 117), 8110)
((131, 116), 8110)
((129, 115), 8110)
((129, 114), 8110)
((129, 113), 8110)
((127, 113), 8110)
((125, 113), 8110)
((123, 113), 8110)
((123, 114), 8110)
((121, 115), 8110)
((121, 116), 8110)
((121, 117), 8110)
((119, 118), 8110)
((119, 119), 8110)
((119, 120), 8220)
((117, 121), 8220)
((117, 119), 8220)
((117, 117), 8220)
((115, 116), 8220)
((115, 115), 8220)
((115, 114), 8220)
((113, 113), 8220)
((113, 112), 8220)
((113, 111), 8220)
((111, 110), 8220)
((111, 109), 8220)
((109, 109), 8220)
((107, 109), 8220)
((105, 109), 8220)
((105, 110), 8220)
((105, 111), 8220)
((103, 112), 8329)
((103, 110), 8329)
((103, 108), 8437)
((105, 107), 8437)
((105, 106), 8437)
((105, 105), 8437)
((107, 104), 8437)
((107, 103), 8437)
((107, 102), 8437)
((109, 101), 8437)
((109, 100), 8437)
((111, 100), 8437)
((113, 100), 8545)
((115, 100), 8545)
((115, 98), 8545)
((115, 96), 8545)
((113, 94), 8545)
((113, 93), 8545)
((113, 92), 8545)
((111, 91), 8545)
((111, 90), 8652)
((111, 89), 8652)
((109, 88), 8652)
((109, 87), 8652)
((109, 86), 8652)
((107, 86), 8759)
((105, 86), 8759)
((103, 86), 8759)
((103, 84), 8759)
((103, 82), 8759)
((105, 81), 8759)
((105, 80), 8759)
((105, 79), 8759)
((107, 78), 8759)
((107, 77), 8759)
((107, 76), 8865)
((109, 75), 8865)
((109, 74), 8865)
((111, 74), 8865)
((113, 74), 8865)
((115, 74), 8865)
((115, 75), 8865)
((115, 76), 8865)
((117, 77), 8971)
((117, 78), 8971)
((117, 76), 8971)
((117, 74), 8971)
((115, 72), 8971)
((115, 71), 8971)
((115, 70), 8971)
((113, 69), 8971)
((113, 68), 8971)
((113, 67), 8971)
((111, 66), 8971)
((111, 65), 8971)
((111, 64), 8971)
((109, 64), 8971)
((107, 64), 8971)
((105, 64), 8971)
((105, 65), 8971)
((103, 66), 9076)
((103, 67), 9076)
((103, 66), 9076)
((103, 65), 9076)
((101, 65), 9076)
((99, 65), 9076)
((97, 65), 9076)
((97, 66), 9076)
((95, 67), 9180)
((95, 66), 9180)
((95, 65), 9180)
((93, 64), 9180)
((91, 64), 9180)
((89, 64), 9180)
((87, 65), 9180)
((87, 66), 9180)
((87, 67), 9180)
((85, 67), 9180)
((85, 66), 9180)
((85, 65), 9180)
((83, 64), 9180)
((81, 64), 9180)
((79, 64), 9180)
((79, 65), 9180)
((79, 66), 9180)
((79, 67), 9180)
((81, 68), 9180)
((81, 69), 9180)
((81, 70), 9282)
((83, 71), 9282)
((83, 72), 9282)
((83, 74), 9282)
((85, 76), 9282)
((85, 78), 9282)
((85, 80), 9282)
((87, 82), 9282)
((87, 84), 9282)
((87, 86), 9282)
((89, 88), 9282)
((89, 91), 9282)
((89, 94), 9282)
((91, 97), 9282)
((91, 100), 9282)
((91, 103), 9282)
((91, 106), 9282)
((91, 109), 9282)
((91, 112), 9282)
((89, 116), 9282)
((89, 120), 9282)
((89, 124), 9282)
((87, 128), 9282)
((87, 132), 9282)
((87, 136), 9282)
((85, 139), 9384)
((85, 138), 9384)
((85, 137), 9384)
((87, 136), 9384)
((87, 135), 9384)
((87, 134), 9384)
((89, 134), 9384)
((91, 134), 9384)
((93, 134), 9384)
((93, 135), 9384)
((95, 136), 9384)
((95, 137), 9384)
((95, 138), 9384)
((97, 139), 9485)
((97, 140), 9485)
((97, 141), 9485)
((99, 142), 9485)
((99, 144), 9485)
((99, 146), 9485)
((101, 147), 9586)
((101, 145), 9586)
((101, 143), 9586)
((103, 141), 9586)
((103, 139), 9586)
((103, 137), 9586)
((105, 135), 9586)
((105, 134), 9586)
((105, 133), 9586)
((107, 132), 9586)
((107, 131), 9586)
((107, 130), 9586)
((109, 129), 9586)
((109, 128), 9586)
((109, 127), 9586)
((111, 127), 9586)
((113, 127), 9586)
((115, 127), 9686)
((115, 128), 9686)
((117, 129), 9686)
((117, 130), 9686)
((117, 131), 9686)
((119, 132), 9686)
((119, 133), 9686)
((119, 134), 9686)
((121, 135), 9686)
((121, 137), 9686)
((121, 139), 9686)
((123, 141), 9786)
((123, 139), 9786)
((123, 137), 9786)
((125, 135), 9786)
((125, 134), 9786)
((125, 133), 9786)
((127, 132), 9786)
((127, 131), 9786)
((127, 130), 9786)
((129, 129), 9786)
((129, 128), 9786)
((129, 127), 9786)
((131, 127), 9786)
((133, 127), 9885)
((135, 127), 9885)
((135, 128), 9885)
((137, 129), 9885)
((137, 130), 9885)
((137, 131), 9885)
((139, 132), 9984)
((139, 133), 9984)
((139, 132), 9984)
((139, 131), 9984)
((141, 131), 9984)
((143, 131), 9984)
((145, 131), 9984)
((145, 132), 9984)
((147, 133), 9984)
((147, 134), 9984)
((147, 135), 9984)
((149, 136), 10082)
((149, 137), 10082)
((149, 138), 10082)
((151, 139), 10082)
((151, 141), 10082)
((151, 143), 10082)
((153, 144), 10180)
((153, 142), 10180)
((153, 140), 10180)
((155, 138), 10180)
((155, 136), 10180)
((155, 134), 10180)
((157, 132), 10180)
((157, 130), 10180)
((157, 128), 10180)
((159, 127), 10180)
((159, 126), 10180)
((159, 125), 10180)
((161, 124), 10180)
((161, 123), 10180)
((161, 122), 10180)
((163, 121), 10277)
((163, 120), 10277)
((165, 120), 10277)
((167, 120), 10277)
((169, 120), 10277)
((169, 121), 10277)
((169, 122), 10277)
((171, 123), 10277)
((171, 124), 10277)
((171, 125), 10374)
((173, 126), 10374)
((173, 124), 10374)
((173, 122), 10374)
((171, 120), 10374)
((171, 118), 10374)
((171, 116), 10374)
((169, 115), 10470)
((169, 114), 10470)
((169, 113), 10470)
((167, 112), 10470)
((167, 111), 10470)
((167, 110), 10470)
((165, 109), 10470)
((165, 108), 10470)
((163, 108), 10470)
((161, 108), 10470)
((159, 108), 10470)
((159, 109), 10470)
((159, 110), 10566)
((158, 111), 10566)
((158, 109), 10566)
((158, 107), 10566)
((158, 105), 10566)
((158, 103), 10566)
((158, 101), 10566)
((160, 99), 10566)
((160, 97), 10566)
((160, 95), 10566)
((162, 94), 10566)
((162, 93), 10566)
((162, 92), 10566)
((164, 91), 10566)
((164, 90), 10566)
((164, 89), 10566)
((166, 88), 10566)
((166, 87), 10566)
((168, 87), 10566)
((170, 87), 10566)
((172, 87), 10661)
((172, 88), 10661)
((172, 89), 10661)
((174, 90), 10661)
((174, 91), 10661)
((174, 92), 10661)
((176, 93), 10661)
((176, 94), 10661)
((176, 95), 10661)
((178, 97), 10661)
((178, 99), 10661)
((178, 101), 10661)
((180, 101), 10756)
((180, 100), 10756)
((180, 99), 10756)
((182, 98), 10756)
((182, 97), 10756)
((182, 96), 10756)
((184, 95), 10756)
((184, 94), 10756)
((184, 93), 10756)
((186, 93), 10756)
((188, 93), 10756)
((190, 93), 10756)
((190, 94), 10756)
((192, 95), 10756)
((192, 96), 10756)
((192, 97), 10756)
((194, 98), 10756)
((194, 99), 10756)
((194, 100), 10756)
((196, 101), 10756)
((196, 99), 10756)
((196, 97), 10756)
((198, 96), 10756)
((198, 95), 10756)
((198, 94), 10756)
((200, 93), 10756)
((200, 92), 10756)
((200, 91), 10756)
((202, 90), 10756)
((202, 89), 10756)
((204, 89), 10756)
((206, 89), 10756)
((208, 89), 10756)
((208, 90), 10756)
((208, 91), 10756)
((210, 92), 10849)
((210, 93), 10849)
((210, 94), 10849)
((212, 95), 10849)
((212, 96), 10849)
((212, 97), 10849)
((214, 99), 10849)
((214, 101), 10849)
((214, 103), 10849)
((216, 105), 10849)
((216, 107), 10849)
((216, 109), 10849)
((218, 111), 10849)
((218, 113), 10849)
((218, 116), 10849)
((220, 119), 10849)
((220, 122), 10849)
((220, 125), 10849)
((222, 128), 10849)
((222, 131), 10849)
((222, 134), 10849)
((224, 137), 10849)
((224, 141), 10849)
((224, 145), 10849)
((226, 149), 10942)
((226, 150), 10942)
